date,unit_id,well_id,well_role,anonymized_x,anonymized_y,uranium_concentration,injection_flow_proxy,extraction_flow_proxy,hydrochemical_proxy_1,hydrochemical_proxy_2,stage_label
2000-01-11,U_SYN_001,W2,injection,-50.0,0.0,8.769949401075692,26.26080770167032,0.0,6.455806388122726,3.82788832612098,early
2000-01-11,U_SYN_001,W3,injection,0.0,50.0,9.01634830889084,25.293876521195205,0.0,6.544745587804117,3.645029956540806,early
2000-01-11,U_SYN_001,W4,injection,0.0,-50.0,8.517964204292321,26.012013345479538,0.0,6.4836604548835055,3.5609031568814355,early
2000-01-12,U_SYN_001,W0,extraction,0.0,0.0,10.293752934123335,0.0,25.310321506587055,6.555054727947673,3.6445031080773838,early
2000-01-12,U_SYN_001,W1,injection,50.0,0.0,8.510133968974749,26.071386092612787,0.0,6.555054727947673,3.6445031080773838,early
2000-01-12,U_SYN_001,W2,injection,-50.0,0.0,8.252332193849949,26.152988322683417,0.0,6.481200443789323,3.552809925572296,early
2000-01-12,U_SYN_001,W3,injection,0.0,50.0,8.302547478676626,26.67518046765876,0.0,6.557103695315839,3.5787690737727176,early
2000-01-12,U_SYN_001,W4,injection,0.0,-50.0,8.745035907112992,26.156913884319952,0.0,6.504161304937228,3.670672205599037,early
2000-01-13,U_SYN_001,W0,extraction,0.0,0.0,10.595401658508917,0.0,25.9286055389415,6.51639517011089,3.6585940074255507,early
2000-01-13,U_SYN_001,W1,injection,50.0,0.0,8.573256999436316,26.664451194017158,0.0,6.51639517011089,3.6585940074255507,early
2000-01-13,U_SYN_001,W2,injection,-50.0,0.0,8.786175899430246,26.175383599150756,0.0,6.568654738044779,3.5643740243132003,early
2000-01-13,U_SYN_001,W3,injection,0.0,50.0,8.291703209370421,26.35261586251163,0.0,6.491595198080216,3.6931398519372527,early
2000-01-13,U_SYN_001,W4,injection,0.0,-50.0,9.082869411550785,26.626350924230476,0.0,6.468421133340984,3.7067480609752312,early
2000-01-14,U_SYN_001,W0,extraction,0.0,0.0,10.417879310031786,0.0,24.811619719980172,6.4948334028007135,3.704068713519676,early
2000-01-14,U_SYN_001,W1,injection,50.0,0.0,8.668228243256396,25.0897947665524,0.0,6.4948334028007135,3.704068713519676,early
2000-01-14,U_SYN_001,W2,injection,-50.0,0.0,8.504635807529459,25.99978244935109,0.0,6.530869329147573,3.6315176455646707,early
2000-01-14,U_SYN_001,W3,injection,0.0,50.0,8.662580515795844,25.879221299002698,0.0,6.450145608234627,3.698238869961469,early
2000-01-14,U_SYN_001,W4,injection,0.0,-50.0,8.24891446103174,25.74441714384226,0.0,6.538274807227892,3.4387006987566884,early
2000-01-15,U_SYN_001,W0,extraction,0.0,0.0,10.595778907810267,0.0,25.949774203349723,6.497452148338976,3.538918264979825,early
2000-01-15,U_SYN_001,W1,injection,50.0,0.0,8.939135390230419,26.15994621989236,0.0,6.497452148338976,3.538918264979825,early
2000-01-15,U_SYN_001,W2,injection,-50.0,0.0,8.619881283391285,27.576013069861222,0.0,6.564915507473028,3.4949903683642276,early
2000-01-15,U_SYN_001,W3,injection,0.0,50.0,8.645293195138873,25.68739512831911,0.0,6.423232588847667,3.573888857760293,early
2000-01-15,U_SYN_001,W4,injection,0.0,-50.0,8.584349220505263,27.154682704546893,0.0,6.487540370039519,3.518634851334363,early
2000-01-16,U_SYN_001,W0,extraction,0.0,0.0,10.346811677594005,0.0,24.69775555363605,6.457261715796018,3.526800671406107,early
2000-01-16,U_SYN_001,W1,injection,50.0,0.0,8.364227761336297,25.14811301961499,0.0,6.457261715796018,3.526800671406107,early
2000-01-16,U_SYN_001,W2,injection,-50.0,0.0,8.628138095556647,26.226500812919014,0.0,6.491671263190824,3.6906672891784096,early
2000-01-16,U_SYN_001,W3,injection,0.0,50.0,8.537341975327776,26.624611288991638,0.0,6.5346270778897395,3.5265157150484554,early
2000-01-16,U_SYN_001,W4,injection,0.0,-50.0,8.619255881233467,26.963386701995056,0.0,6.517551376827392,3.5731966841373026,early
2000-01-17,U_SYN_001,W0,extraction,0.0,0.0,10.45906866698619,0.0,25.54157658763248,6.519768707809746,3.498189086296633,early
2000-01-17,U_SYN_001,W1,injection,50.0,0.0,8.574596621703988,27.1670574751876,0.0,6.519768707809746,3.498189086296633,early
2000-01-17,U_SYN_001,W2,injection,-50.0,0.0,8.683788148207485,27.232753999513257,0.0,6.523536415712464,3.5228276957271185,early
2000-01-17,U_SYN_001,W3,injection,0.0,50.0,8.488820951452817,26.319096153554565,0.0,6.538039340192464,3.5172519671254574,early
2000-01-17,U_SYN_001,W4,injection,0.0,-50.0,9.042854675694036,26.228194777221663,0.0,6.489562368889942,3.5526365579684245,early
2000-01-18,U_SYN_001,W0,extraction,0.0,0.0,10.4550164863445,0.0,25.426214782928568,6.562804896865865,3.5879713359029135,early
2000-01-18,U_SYN_001,W1,injection,50.0,0.0,8.245258751738053,27.37699892960379,0.0,6.562804896865865,3.5879713359029135,early
2000-01-18,U_SYN_001,W2,injection,-50.0,0.0,8.836775928924451,26.537574764692774,0.0,6.561037550045323,3.6265382528674057,early
2000-01-18,U_SYN_001,W3,injection,0.0,50.0,8.859143417784114,25.67006916592773,0.0,6.549932428736147,3.5195163396118727,early
2000-01-18,U_SYN_001,W4,injection,0.0,-50.0,8.394926831495411,25.78398845339528,0.0,6.556792248939954,3.5419104839419875,early
2000-01-19,U_SYN_001,W0,extraction,0.0,0.0,10.363363484708751,0.0,26.353981939677272,6.55043864990904,3.382296114720607,early
2000-01-19,U_SYN_001,W1,injection,50.0,0.0,8.960013512122389,26.03607676873257,0.0,6.55043864990904,3.382296114720607,early
2000-01-19,U_SYN_001,W2,injection,-50.0,0.0,8.704290610414333,27.16936719277687,0.0,6.6199848619859365,3.4673351360622027,early
2000-01-19,U_SYN_001,W3,injection,0.0,50.0,8.699243387898873,26.88557918639031,0.0,6.5350981630345935,3.5495884326461393,early
2000-01-19,U_SYN_001,W4,injection,0.0,-50.0,8.50376613965689,27.32402688078807,0.0,6.526298601143311,3.5436427665288246,early
2000-01-20,U_SYN_001,W0,extraction,0.0,0.0,10.605405520387848,0.0,25.500665884994262,6.511898416209971,3.4728730843322655,early
2000-01-20,U_SYN_001,W1,injection,50.0,0.0,8.650357096767134,26.49898827141609,0.0,6.511898416209971,3.4728730843322655,early
2000-01-20,U_SYN_001,W2,injection,-50.0,0.0,8.652015216111959,26.967622141346688,0.0,6.500749012601153,3.526855822474098,early
2000-01-20,U_SYN_001,W3,injection,0.0,50.0,8.779267233559782,27.341262703659186,0.0,6.492260647920223,3.495205642428167,early
2000-01-20,U_SYN_001,W4,injection,0.0,-50.0,8.993635499844757,26.593313156709126,0.0,6.506487626895029,3.5519688063694073,early
2000-01-21,U_SYN_001,W0,extraction,0.0,0.0,10.629320789237513,0.0,26.004294509463048,6.5420616586772775,3.462920009447182,early
2000-01-21,U_SYN_001,W1,injection,50.0,0.0,8.754587986880734,27.263197668913133,0.0,6.5420616586772775,3.462920009447182,early
2000-01-21,U_SYN_001,W2,injection,-50.0,0.0,8.522282514142136,26.368236726013883,0.0,6.558260679083269,3.4113154116449307,early
2000-01-21,U_SYN_001,W3,injection,0.0,50.0,8.891305041443134,26.607334401615148,0.0,6.546934556285447,3.4666385774452553,early
2000-01-21,U_SYN_001,W4,injection,0.0,-50.0,8.911867182748276,26.59238716366854,0.0,6.514267462846172,3.2053237268223915,early
2000-01-22,U_SYN_001,W0,extraction,0.0,0.0,10.60598939295896,0.0,25.454745579055064,6.5831251746212835,3.456729422617607,early
2000-01-22,U_SYN_001,W1,injection,50.0,0.0,8.835777542520683,25.98568412473846,0.0,6.5831251746212835,3.456729422617607,early
2000-01-22,U_SYN_001,W2,injection,-50.0,0.0,8.855046372127676,27.331933825838156,0.0,6.576694298952523,3.1342255376896206,early
2000-01-22,U_SYN_001,W3,injection,0.0,50.0,8.639442084732188,26.56683396904751,0.0,6.540731859763604,3.2882214911143697,early
2000-01-22,U_SYN_001,W4,injection,0.0,-50.0,8.499854317171133,26.95235113619184,0.0,6.521001146273896,3.4622400517820817,early
2000-01-23,U_SYN_001,W0,extraction,0.0,0.0,10.787991004737952,0.0,26.099963755831528,6.5706538460392645,3.453341871254851,early
2000-01-23,U_SYN_001,W1,injection,50.0,0.0,8.658831365482614,27.358931911246156,0.0,6.5706538460392645,3.453341871254851,early
2000-01-23,U_SYN_001,W2,injection,-50.0,0.0,8.493285367626262,27.331559524945384,0.0,6.556235672705516,3.322145221862313,early
2000-01-23,U_SYN_001,W3,injection,0.0,50.0,8.897276613683978,27.50664267129966,0.0,6.49079163882947,3.3581713609231922,early
2000-01-23,U_SYN_001,W4,injection,0.0,-50.0,8.828147729429023,26.89554619651389,0.0,6.545997518966696,3.524782803362638,early
2000-01-24,U_SYN_001,W0,extraction,0.0,0.0,10.755746472210529,0.0,25.796104049912344,6.560160270968766,3.3683427602099227,early
2000-01-24,U_SYN_001,W1,injection,50.0,0.0,8.725064183196404,26.654938120080484,0.0,6.560160270968766,3.3683427602099227,early
2000-01-24,U_SYN_001,W2,injection,-50.0,0.0,8.183914372349664,26.92980220099069,0.0,6.513691047026281,3.5864987957279757,early
2000-01-24,U_SYN_001,W3,injection,0.0,50.0,8.55139549772484,25.643709222549383,0.0,6.557272574199289,3.406911582481629,early
2000-01-24,U_SYN_001,W4,injection,0.0,-50.0,9.060821664857428,25.835886791777337,0.0,6.4914859390754795,3.439708064886238,early
2000-01-25,U_SYN_001,W0,extraction,0.0,0.0,10.371797597627006,0.0,23.98233269669233,6.603447444000487,3.5313514525597998,early
2000-01-25,U_SYN_001,W1,injection,50.0,0.0,8.36700670303864,25.94184031011648,0.0,6.603447444000487,3.5313514525597998,early
2000-01-25,U_SYN_001,W2,injection,-50.0,0.0,8.579673707975054,26.202202537918815,0.0,6.599917999402378,3.412483669975385,early
2000-01-25,U_SYN_001,W3,injection,0.0,50.0,8.2163958740207,27.31981938137875,0.0,6.539899306627882,3.321813982224647,early
2000-01-25,U_SYN_001,W4,injection,0.0,-50.0,8.80331327136667,26.27561675571195,0.0,6.564538173513563,3.393223304544368,early
2000-01-26,U_SYN_001,W0,extraction,0.0,0.0,10.530008554002267,0.0,25.256347998776093,6.453281959853796,3.397178672088456,early
2000-01-26,U_SYN_001,W1,injection,50.0,0.0,8.604274764434086,26.691046726484295,0.0,6.453281959853796,3.397178672088456,early
2000-01-26,U_SYN_001,W2,injection,-50.0,0.0,8.695689571401415,28.03295940794466,0.0,6.503424932075178,3.2908481988075375,early
2000-01-26,U_SYN_001,W3,injection,0.0,50.0,9.124416636346654,26.708565592866666,0.0,6.537927681679706,3.379560965276397,early
2000-01-26,U_SYN_001,W4,injection,0.0,-50.0,8.953969558898628,27.58358922448948,0.0,6.506793517628717,3.340652163463868,early
2000-01-27,U_SYN_001,W0,extraction,0.0,0.0,10.316066296043957,0.0,24.391634231758378,6.577292588511298,3.4751226853588855,early
2000-01-27,U_SYN_001,W1,injection,50.0,0.0,8.39592333729034,26.22744044011353,0.0,6.577292588511298,3.4751226853588855,early
2000-01-27,U_SYN_001,W2,injection,-50.0,0.0,8.336780387650563,26.809984537827326,0.0,6.6286085904359915,3.403943014718711,early
2000-01-27,U_SYN_001,W3,injection,0.0,50.0,8.392007484332407,26.214316940192965,0.0,6.5016521404289005,3.3785504048520854,early
2000-01-27,U_SYN_001,W4,injection,0.0,-50.0,8.564377245466456,26.70310812340098,0.0,6.5152181930426645,3.3926795103340845,early
2000-01-28,U_SYN_001,W0,extraction,0.0,0.0,10.41386108744582,0.0,24.189878540014977,6.556535726792882,3.4232729722766044,early
2000-01-28,U_SYN_001,W1,injection,50.0,0.0,8.517450301362866,27.614602351175606,0.0,6.556535726792882,3.4232729722766044,early
2000-01-28,U_SYN_001,W2,injection,-50.0,0.0,8.457045739271724,25.56049950265581,0.0,6.61156243800047,3.4547683467792933,early
2000-01-28,U_SYN_001,W3,injection,0.0,50.0,8.844946526405352,27.289894756046376,0.0,6.4982228195588885,3.3254462325105605,early
2000-01-28,U_SYN_001,W4,injection,0.0,-50.0,8.515578772749839,27.13254432307551,0.0,6.557079236952762,3.322096200194409,early
2000-01-29,U_SYN_001,W0,extraction,0.0,0.0,10.302436527114992,0.0,24.867547637408336,6.617740827975885,3.5010829997740434,early
2000-01-29,U_SYN_001,W1,injection,50.0,0.0,8.921825365623551,26.42245751430977,0.0,6.617740827975885,3.5010829997740434,early
2000-01-29,U_SYN_001,W2,injection,-50.0,0.0,8.466695342301582,25.740931195356442,0.0,6.4788185080161895,3.379721712765462,early
2000-01-29,U_SYN_001,W3,injection,0.0,50.0,8.815860540978115,26.9554810850383,0.0,6.493646105669527,3.2993612951340907,early
2000-01-29,U_SYN_001,W4,injection,0.0,-50.0,8.521623165681925,26.474183311616162,0.0,6.527944609684927,3.4482136792924893,early
2000-01-30,U_SYN_001,W0,extraction,0.0,0.0,10.73559061820083,0.0,26.60221721393472,6.52121598291005,3.459986317442011,early
2000-01-30,U_SYN_001,W1,injection,50.0,0.0,9.009943316842161,27.02693135756908,0.0,6.52121598291005,3.459986317442011,early
2000-01-30,U_SYN_001,W2,injection,-50.0,0.0,8.647601754794312,26.85827210490407,0.0,6.574543570934412,3.30045951237886,early
2000-01-30,U_SYN_001,W3,injection,0.0,50.0,8.619872116920442,28.12221350154205,0.0,6.5517059082171,3.441275270196485,early
2000-01-30,U_SYN_001,W4,injection,0.0,-50.0,8.90188860568048,26.649305886506898,0.0,6.471041037038581,3.481763380353666,early
2000-01-31,U_SYN_001,W0,extraction,0.0,0.0,10.461803855480364,0.0,25.64246698826166,6.559198345992726,3.465839044668589,early
2000-01-31,U_SYN_001,W1,injection,50.0,0.0,8.785520163961323,25.95284060343637,0.0,6.559198345992726,3.465839044668589,early
2000-01-31,U_SYN_001,W2,injection,-50.0,0.0,8.587102274050629,26.915059105498916,0.0,6.515480374382467,3.4864466472329996,early
2000-01-31,U_SYN_001,W3,injection,0.0,50.0,8.30951926644104,26.947635944711273,0.0,6.589559818554343,3.323546600684828,early
2000-01-31,U_SYN_001,W4,injection,0.0,-50.0,8.294064037075994,27.85898865772621,0.0,6.513478428419217,3.462371340931784,early
2000-02-01,U_SYN_001,W0,extraction,0.0,0.0,10.34577661831316,0.0,26.04301880422991,6.509066299905814,3.4272108542127646,early
2000-02-01,U_SYN_001,W1,injection,50.0,0.0,8.18824013859915,27.358707221329727,0.0,6.509066299905814,3.4272108542127646,early
2000-02-01,U_SYN_001,W2,injection,-50.0,0.0,8.11778835649556,26.976115071917672,0.0,6.556176175662085,3.4127972222724288,early
2000-02-01,U_SYN_001,W3,injection,0.0,50.0,8.506191048453097,27.861260537573713,0.0,6.565047970523381,3.5210648837239784,early
2000-02-01,U_SYN_001,W4,injection,0.0,-50.0,8.716325889012435,25.739607781139785,0.0,6.552454885787351,3.5697623958243385,early
2000-02-02,U_SYN_001,W0,extraction,0.0,0.0,10.559457801716853,0.0,25.65670331302221,6.462479917872274,3.6128208801953066,middle
2000-02-02,U_SYN_001,W1,injection,50.0,0.0,8.655922128689632,26.08627498515352,0.0,6.462479917872274,3.6128208801953066,middle
2000-02-02,U_SYN_001,W2,injection,-50.0,0.0,8.181380312518076,25.856815458228898,0.0,6.551425188164797,3.5744559055477505,middle
2000-02-02,U_SYN_001,W3,injection,0.0,50.0,8.618468856785045,26.286228368828702,0.0,6.488531488500691,3.4604925412968632,middle
2000-02-02,U_SYN_001,W4,injection,0.0,-50.0,8.624374014705742,25.49672729330827,0.0,6.539314855031197,3.4974888888693854,middle
2000-02-03,U_SYN_001,W0,extraction,0.0,0.0,9.937301056146747,0.0,25.965909007827754,6.467771064429419,3.5505079244442563,middle
2000-02-03,U_SYN_001,W1,injection,50.0,0.0,8.565158277926283,27.002529594359157,0.0,6.467771064429419,3.5505079244442563,middle
2000-02-03,U_SYN_001,W2,injection,-50.0,0.0,7.858986503620193,26.316630679228616,0.0,6.542573327747104,3.4988563306454736,middle
2000-02-03,U_SYN_001,W3,injection,0.0,50.0,8.070941246981896,25.31776380130551,0.0,6.492456485673087,3.49962322973444,middle
2000-02-03,U_SYN_001,W4,injection,0.0,-50.0,8.487618298920458,25.6819455719416,0.0,6.473415055834961,3.5550623452516112,middle
2000-02-04,U_SYN_001,W0,extraction,0.0,0.0,9.959074087975036,0.0,26.440409950154848,6.547555806502982,3.506039890335167,middle
2000-02-04,U_SYN_001,W1,injection,50.0,0.0,8.256068104928616,26.630871098833865,0.0,6.547555806502982,3.506039890335167,middle
2000-02-04,U_SYN_001,W2,injection,-50.0,0.0,8.27864228481703,27.05056127518921,0.0,6.528668781910755,3.4524395471073483,middle
2000-02-04,U_SYN_001,W3,injection,0.0,50.0,8.189263850092523,27.977444734227134,0.0,6.49444392898797,3.477624656750373,middle
2000-02-04,U_SYN_001,W4,injection,0.0,-50.0,8.232159395066256,28.71114999367957,0.0,6.577050155004528,3.561495332235941,middle
2000-02-05,U_SYN_001,W0,extraction,0.0,0.0,10.409948371636844,0.0,25.68443177525051,6.495149874259058,3.534034581845419,middle
2000-02-05,U_SYN_001,W1,injection,50.0,0.0,8.698055166012058,26.58704696905773,0.0,6.495149874259058,3.534034581845419,middle
2000-02-05,U_SYN_001,W2,injection,-50.0,0.0,8.36762344899781,25.463888926411443,0.0,6.514060278080684,3.56101191669889,middle
2000-02-05,U_SYN_001,W3,injection,0.0,50.0,8.718968554216355,24.549882397851885,0.0,6.523532509028992,3.5874014579255977,middle
2000-02-05,U_SYN_001,W4,injection,0.0,-50.0,8.25029985434461,26.469688592312,0.0,6.487989333756703,3.503807801517614,middle
2000-02-06,U_SYN_001,W0,extraction,0.0,0.0,10.221115644219438,0.0,24.760568470855624,6.524911468913979,3.6183406932042286,middle
2000-02-06,U_SYN_001,W1,injection,50.0,0.0,8.44844056874332,25.470967467311382,0.0,6.524911468913979,3.6183406932042286,middle
2000-02-06,U_SYN_001,W2,injection,-50.0,0.0,8.417853469382113,25.789034535415894,0.0,6.484727923291393,3.5881482483905156,middle
2000-02-06,U_SYN_001,W3,injection,0.0,50.0,8.255330769757045,25.631642904311796,0.0,6.489600484289334,3.4590557931609256,middle
2000-02-06,U_SYN_001,W4,injection,0.0,-50.0,8.376677451809451,26.008687634426533,0.0,6.560571722770116,3.6732252234087435,middle
2000-02-07,U_SYN_001,W0,extraction,0.0,0.0,10.216744805052192,0.0,24.358255310815718,6.457278430164513,3.5424848617672398,middle
2000-02-07,U_SYN_001,W1,injection,50.0,0.0,8.250524062729154,26.83082162993032,0.0,6.457278430164513,3.5424848617672398,middle
2000-02-07,U_SYN_001,W2,injection,-50.0,0.0,8.158744760867151,26.10367629925648,0.0,6.402390659027831,3.4501368138129784,middle
2000-02-07,U_SYN_001,W3,injection,0.0,50.0,8.305474908655375,25.851129575669255,0.0,6.563339352065486,3.4989409445008888,middle
2000-02-07,U_SYN_001,W4,injection,0.0,-50.0,8.152147337037396,25.149514443039557,0.0,6.600874990369291,3.500860828413527,middle
2000-02-08,U_SYN_001,W0,extraction,0.0,0.0,9.892324744833374,0.0,24.29135871873091,6.475103443733335,3.611694296070198,middle
2000-02-08,U_SYN_001,W1,injection,50.0,0.0,8.175570637595749,24.486537931262678,0.0,6.475103443733335,3.611694296070198,middle
2000-02-08,U_SYN_001,W2,injection,-50.0,0.0,7.884165906913819,25.437237959767497,0.0,6.413840692726501,3.5856123901338965,middle
2000-02-08,U_SYN_001,W3,injection,0.0,50.0,8.25256844920911,25.783258246371506,0.0,6.47889485530347,3.580573873166348,middle
2000-02-08,U_SYN_001,W4,injection,0.0,-50.0,7.877954798379867,27.24062821789007,0.0,6.479865296357682,3.6570965878161936,middle
2000-02-09,U_SYN_001,W0,extraction,0.0,0.0,10.072359407895553,0.0,23.493991448468577,6.475738581312051,3.6595690949789237,middle
2000-02-09,U_SYN_001,W1,injection,50.0,0.0,8.145256196062437,25.770930316237116,0.0,6.475738581312051,3.6595690949789237,middle
2000-02-09,U_SYN_001,W2,injection,-50.0,0.0,8.133510114175557,26.452902307877252,0.0,6.438800013276067,3.6576628957350503,middle
2000-02-09,U_SYN_001,W3,injection,0.0,50.0,8.526281796902841,25.267274220227485,0.0,6.506517980652,3.6651653426698028,middle
2000-02-09,U_SYN_001,W4,injection,0.0,-50.0,8.325870695295643,24.71875568592519,0.0,6.504315829964384,3.6816698395236864,middle
2000-02-10,U_SYN_001,W0,extraction,0.0,0.0,10.420156573639751,0.0,23.784720425863437,6.415223775207228,3.4880961697504502,middle
